identifier	gene_name	chromosome	status	n_obs	molecular_weight	gravy	pI	description
AT3G02880.1	Y3288	3	canonical	108	67.75154890000016	-0.09122807017543849	8.604740333557132	Leucine-rich repeat protein kinase family protein
AT3G02885.1	GASA5	3	canonical	4	10.844962699999988	-0.1917525773195876	9.68155574798584	GAST1 protein homolog 5
AT3G02890.1	F4IYH6	3	canonical	40	108.86403970000075	-0.8374245472837023	8.487472343444825	RING/FYVE/PHD zinc finger superfamily protein
AT3G02900.1	Q9M8T2	3	canonical	15	17.32109919999999	-0.4703703703703701	9.518708610534667	Low-density receptor-like protein
AT3G02910.1	Y2910	3	canonical	12	21.283531300000014	-0.609625668449198	5.825564765930175	AIG2-like (avirulence induced gene) family protein
AT3G02920.1	RFA2B	3	canonical	15	30.95669290000003	-0.34100719424460446	6.194336128234863	Replication protein A%2C subunit RPA32
AT3G02930.1	Y3293	3	canonical	63	91.85840850000048	-0.9485111662531001	5.056703758239746	weak chloroplast movement under blue light protein (DUF827)
AT3G02950.1	THO7B	3	canonical	18	27.460814200000033	-0.7707627118644066	5.128264045715332	Tho complex subunit 7/Mft1p
AT3G02970.1	EXOL6	3	canonical	27	36.61963010000002	-0.27891566265060264	8.827220726013184	EXORDIUM like 6
AT3G02980.1	MCC1	3	canonical	2	28.305278100000034	-0.03076923076923073	6.747720527648926	MEIOTIC CONTROL OF CROSSOVERS1
AT3G02990.1	HFA1E	3	canonical	13	51.962312400000094	-0.5228632478632477	4.822299766540527	heat shock transcription factor A1E
AT3G03010.1	Q9M8U2	3	canonical	12	19.8512863	-0.06815642458100543	9.795213508605958	Peptidyl-tRNA hydrolase II (PTH2) family protein
AT3G03030.1	FBL41	3	canonical	17	54.394044300000054	-0.17721518987341772	5.025499153137207	F-box/RNI-like superfamily protein
AT3G03040.1	FB133	3	canonical	22	54.05671739999999	-0.13220338983050833	4.954905128479003	F-box/RNI-like superfamily protein
AT3G03050.1	CSLD3	3	canonical	71	128.58705620000046	-0.20882096069868816	7.905451774597168	cellulose synthase-like D3
AT3G03060.1	Q0WVF7	3	canonical	85	69.56598820000032	-0.594267515923564	9.128739356994632	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G03070.1	NDUS6	3	canonical	22	12.233985499999989	-0.24636363636363637	6.94716854095459	NADH-ubiquinone oxidoreductase-like protein
AT3G03080.1	Q9M9M7	3	canonical	65	38.500906199999974	-0.03057142857142851	6.261065101623536	Zinc-binding dehydrogenase family protein
AT3G03090.1	XYLL1	3	canonical	8	53.54171579999999	0.7522862823061643	7.45928783416748	vacuolar glucose transporter 1
AT3G03100.1	NDUAC	3	canonical	49	18.316486799999996	-0.7748427672955979	9.254581642150878	NADH:ubiquinone oxidoreductase%2C 17.2kDa subunit
AT3G03110.1	XPO1B	3	canonical	69	123.19184300000053	-0.03615241635687733	5.558648872375487	exportin 1B
AT3G03120.1	Q9M9N1	3	canonical	12	21.74284569999999	-0.13958333333333325	7.744733238220214	ADP-ribosylation factor B1C
AT3G03130.1	Q9M9N2	3	canonical	24	57.4340807000002	-0.8717307692307684	4.5589078903198255	lisH domain-like protein
AT3G03140.1	Q9M9N3	3	canonical	47	87.38370000000056	-1.0297789336801038	7.068690299987793	Tudor/PWWP/MBT superfamily protein
AT3G03150.1	Q84VW1	3	canonical	26	13.315418999999986	-0.7661157024793392	6.4295358657836905	hypothetical protein
AT3G03170.1	Q29PZ2	3	canonical	6	17.26581949999999	-1.036538461538461	9.335038185119632	hypothetical protein
AT3G03190.1	GSTFB	3	canonical	11	24.63622060000002	-0.22850467289719623	6.340241813659667	glutathione S-transferase F11
AT3G03210.1	Q9M9N9	3	canonical	10	41.33641320000003	0.08559782608695665	6.346835136413574	Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein
AT3G03220.1	EXP13	3	canonical	13	28.97542070000002	-0.20751879699248124	8.35428066253662	expansin A13
AT3G03230.1	Q9M9P1	3	canonical	11	38.31675610000003	-0.30360360360360383	7.683631324768067	alpha/beta-Hydrolases superfamily protein
AT3G03240.1	Q501F6	3	canonical	8	38.53611190000004	-0.19339339339339345	6.1148183822631825	alpha/beta-Hydrolases superfamily protein
AT3G03250.1	UGPA2	3	canonical	198	51.737792300000024	-0.16076759061833726	5.799532508850096	UDP-GLUCOSE PYROPHOSPHORYLASE 1
AT3G03270.1	Q9M9P5	3	canonical	33	22.6015708	-0.2810945273631841	5.528012657165527	Adenine nucleotide alpha hydrolases-like superfamily protein
AT3G03300.1	DCL2	3	canonical	31	156.86284580000037	-0.12867435158501447	6.322905921936036	dicer-like 2
AT3G03305.1	Y3330	3	canonical	34	84.74608900000054	-0.0569313593539706	9.22705364227295	Calcineurin-like metallo-phosphoesterase superfamily protein
AT3G03310.1	LCAT3	3	canonical	21	50.34801490000007	-0.18143176733780766	5.72308406829834	lecithin:cholesterol acyltransferase 3
AT3G03320.1	Q9SRN6	3	canonical	23	27.117658400000007	-0.17295081967213105	5.083247566223143	RNA-binding ASCH domain protein
AT3G03330.1	Q8L7U0	3	canonical	21	35.78808349999999	0.014634146341463363	9.26405849456787	NAD(P)-binding Rossmann-fold superfamily protein
AT3G03340.1	F4IZU3	3	canonical	54	47.35482820000013	-1.2106965174129354	8.800788688659669	LUC7 related protein
AT3G03380.1	DEGP7	3	canonical	97	119.87553160000064	-0.1567000911577027	5.729620552062988	DegP protease 7
AT3G03420.1	Q9SRP6	3	canonical	20	21.797577900000007	-0.5159793814432991	7.997383689880372	Ku70-binding family protein
AT3G03440.1	F4J139	3	canonical	2	43.67845030000007	-0.06568627450980388	6.570269203186036	ARM repeat superfamily protein
AT3G03450.1	RGL2	3	canonical	2	60.49324410000025	-0.3098720292504567	4.820935630798339	RGA-like 2
AT3G03460.1	Q9SRQ0	3	canonical	12	41.460838200000055	-1.0805084745762696	5.039538383483887	mediator of RNA polymerase II transcription subunit-like protein
AT3G03470.1	C89A9	3	canonical	53	59.25408500000007	-0.24716242661448173	8.473095893859863	cytochrome P450%2C family 87%2C subfamily A%2C polypeptide 9
AT3G03480.1	CHAT	3	canonical	31	50.289394100000045	0.030396475770925073	6.388611793518066	acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase
AT3G03490.1	PE191	3	canonical	25	28.288511900000014	-0.8814516129032262	4.694298362731933	peroxin 19-1
AT3G03500.1	Q9SRQ4	3	canonical	15	29.977939800000023	-0.09080882352941175	5.1972665786743155	TatD related DNase
AT3G03520.1	NPC3	3	canonical	50	59.096751000000104	-0.49808795411089823	5.271100425720214	non-specific phospholipase C3
AT3G03530.1	NPC4	3	canonical	48	60.72226730000012	-0.5866171003717465	5.819710350036622	non-specific phospholipase C4
AT3G03540.1	NPC5	3	canonical	16	59.070597300000045	-0.6040307101727448	5.659879112243652	non-specific phospholipase C5
AT3G03550.1	ATL51	3	canonical	4	38.85734680000008	-0.5143258426966293	4.800075721740723	RING/U-box superfamily protein
AT3G03560.1	F4J152	3	canonical	30	59.12151150000013	-0.6823416506717845	5.090125083923339	hypothetical protein
AT3G03570.1	F4J153	3	canonical	38	68.6338630000003	-0.14299835255354235	7.507771492004395	signal transducer%2C putative (DUF3550/UPF0682)
AT3G03580.1	PP210	3	canonical	2	99.02126700000078	-0.037301587301587336	6.245491218566895	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G03590.1	Q9SS61	3	canonical	18	15.312710499999993	-0.28321678321678334	10.20768222808838	SWIB/MDM2 domain superfamily protein
AT3G03600.1	RT02	3	canonical	42	24.772547400000004	-0.09452054794520542	9.299451637268067	ribosomal protein S2
AT3G03610.1	Q8VXW7	3	canonical	15	37.43206000000006	-0.4424148606811143	5.3469236373901365	ELMO/CED-12 family protein
AT3G03620.1	DTX24	3	canonical	2	55.29655100000001	0.6192000000000005	5.559728813171386	MATE efflux family protein
AT3G03630.1	CYSK4	3	canonical	21	43.16026680000004	-0.024999999999999915	8.999673652648926	cysteine synthase 26
AT3G03640.1	BGL25	3	canonical	65	59.806642000000096	-0.48870056497175174	6.082420158386229	beta glucosidase 25
AT3G03650.1	Q9SS65	3	canonical	19	57.1446225000001	-0.4144288577154307	9.332910728454593	Exostosin family protein
AT3G03660.1	WOX11	3	canonical	8	29.41918709999999	-0.5854477611940293	6.485465431213378	WUSCHEL related homeobox 11
AT3G03670.1	PER28	3	canonical	35	34.5362268	0.20155763239875354	5.0443696975708	Peroxidase superfamily protein
AT3G03680.1	Q9SS68	3	canonical	31	114.26427430000066	-0.42369714847590795	8.858036613464353	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
AT3G03690.1	Q9SS69	3	canonical	5	43.82258550000001	-0.266931216931217	9.88359966278076	Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein
AT3G03710.1	PNP1	3	canonical	106	99.5652634000008	-0.21518438177874227	5.400806999206543	polyribonucleotide nucleotidyltransferase
AT3G03720.1	CAAT4	3	canonical	9	63.637866000000265	0.7231666666666678	5.786686897277832	cationic amino acid transporter 4
AT3G03740.1	BPM4	3	canonical	25	50.99741750000011	-0.3694623655913985	5.178282356262206	BTB-POZ and MATH domain 4
AT3G03750.1	SUVR3	3	canonical	12	37.00171120000002	-0.2008875739644972	6.8494054794311525	SET domain protein 20
AT3G03770.1	Y3037	3	canonical	10	88.18561870000049	0.006608478802992165	8.239978218078615	Leucine-rich repeat protein kinase family protein
AT3G03773.1	P23B	3	canonical	8	17.36611819999999	-0.7466666666666667	4.598808860778808	HSP20-like chaperones superfamily protein
AT3G03780.1	METE2	3	canonical	528	84.58280330000046	-0.15228758169934659	6.085091590881347	methionine synthase 2
AT3G03790.1	F4J2C6	3	canonical	34	118.28483600000082	-0.4582560296846006	9.175285530090331	ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein
AT3G03800.1	A0A1I9LQP3	3	canonical	11	34.735251500000004	-0.6264705882352938	8.67011127471924	syntaxin of plants 131
AT3G03810.1	EDA30	3	canonical	23	75.03688040000033	-0.48749999999999977	7.573250007629396	O-fucosyltransferase family protein
AT3G03860.1	APRL5	3	canonical	4	33.64936160000007	0.09133333333333327	7.041180229187011	APR-like 5
AT3G03870.1	Q9SRW4	3	canonical	4	25.972072899999997	-0.5094017094017097	4.602844429016113	transmembrane protein
AT3G03890.1	Q8LDU1	3	canonical	29	35.05171950000003	-0.09813084112149537	8.776806449890138	FMN binding protein
AT3G03900.1	APK3	3	canonical	17	23.146211	-0.3822115384615386	5.688071250915528	adenosine-5'-phosphosulfate (APS) kinase 3
AT3G03910.1	DHE3	3	canonical	106	44.527257900000016	-0.20024330900243326	5.751219367980957	glutamate dehydrogenase 3
AT3G03920.1	NLAL1	3	canonical	37	20.98231609999996	-0.6653465346534656	11.41930103302002	H/ACA ribonucleoprotein complex%2C subunit Gar1/Naf1 protein
AT3G03940.1	Q9SQR8	3	canonical	50	77.99313510000033	-0.41283880171184	9.070073127746582	Protein kinase family protein
AT3G03950.1	F4J2E9	3	canonical	42	47.94378179999998	-0.698588235294117	6.920738410949707	evolutionarily conserved C-terminal region 1
AT3G03960.1	TCPQ	3	canonical	132	58.93878580000012	-0.05737704918032781	5.25200252532959	TCP-1/cpn60 chaperonin family protein
AT3G03970.1	SINE2	3	canonical	20	61.441612000000234	-0.4167870036101078	6.121923255920408	ARM repeat superfamily protein
AT3G03980.1	ADRC3	3	canonical	28	28.145793799999986	0.07111111111111117	6.1264135360717775	NAD(P)-binding Rossmann-fold superfamily protein
AT3G03990.1	D14	3	canonical	14	29.624432300000013	0.12471910112359534	5.443777275085449	alpha/beta-Hydrolases superfamily protein
AT3G04000.1	ADRC2	3	canonical	22	28.434311100000006	0.21544117647058814	6.83701457977295	NAD(P)-binding Rossmann-fold superfamily protein
AT3G04010.1	Q9SQR1	3	canonical	23	54.059363800000035	-0.11384928716904279	5.222503089904785	O-Glycosyl hydrolases family 17 protein
AT3G04020.1	F4J2F8	3	canonical	18	34.68945130000007	-0.37664473684210553	6.624664115905762	hypothetical protein
AT3G04030.1	PHL9	3	canonical	5	43.84976470000003	-0.8188144329896903	6.479611015319825	Homeodomain-like superfamily protein
AT3G04050.1	Q9SQQ7	3	canonical	32	55.29035030000015	-0.04039215686274523	5.7229703903198255	Pyruvate kinase family protein
AT3G04070.1	NAC47	3	canonical	14	40.849149200000085	-0.7799442896935936	6.5212739944458	NAC domain containing protein 47
AT3G04080.1	APY1	3	canonical	31	51.19297160000002	-0.15562632696390666	8.470194816589355	apyrase 1
AT3G04090.1	SIP11	3	canonical	5	25.706105200000007	0.7462500000000004	9.800113105773924	small and basic intrinsic protein 1A
AT3G04110.1	GLR11	3	canonical	3	90.50802340000048	0.014480198019801924	8.692610740661618	glutamate receptor 1.1
AT3G04120.1	G3PC1	3	canonical	534	36.91382700000003	-0.12899408284023653	6.617843437194825	glyceraldehyde-3-phosphate dehydrogenase C subunit 1
AT3G04130.1	PP211	3	canonical	16	58.70498260000008	-0.36181102362204715	6.518091011047363	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G04140.1	Q9M8X0	3	canonical	20	72.35557100000031	-0.23277439024390237	8.240365028381351	Ankyrin repeat family protein
AT3G04150.1	GL12	3	canonical	10	24.64827979999999	0.3148471615720524	9.152528190612792	RmlC-like cupins superfamily protein
AT3G04160.1	U1148	3	canonical	11	81.96644450000049	-0.7757022471910117	7.756442070007325	U11/U12 small nuclear ribonucleoprotein
AT3G04170.1	GL13	3	canonical	37	24.42402849999999	0.27444933920704845	8.288007164001467	RmlC-like cupins superfamily protein
AT3G04180.1	GL14	3	canonical	16	24.101407399999992	0.154954954954955	6.405379295349121	RmlC-like cupins superfamily protein
AT3G04190.1	GL15	3	canonical	23	24.050752899999996	0.2445945945945946	9.285268592834473	RmlC-like cupins superfamily protein
AT3G04200.1	GL16	3	canonical	13	24.92063549999999	0.214977973568282	9.71308078765869	RmlC-like cupins superfamily protein
AT3G04210.1	Q8H1N6	3	canonical	19	60.14647780000014	-0.31186440677966115	9.291135215759276	Disease resistance protein (TIR-NBS class)
AT3G04220.1	F4J3L8	3	canonical	13	98.50969710000078	-0.2874279123414063	6.15801601409912	Disease resistance protein (TIR-NBS-LRR class) family
AT3G04230.1	RS162	3	canonical	35	16.58621789999998	-0.4890410958904109	10.188341712951662	Ribosomal protein S5 domain 2-like superfamily protein
AT3G04240.1	SEC	3	canonical	25	110.11284040000068	-0.22077789150460567	6.846904563903809	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G04260.1	F4J3M2	3	canonical	85	102.91841840000066	-0.5067032967032958	4.94876651763916	plastid transcriptionally active 3
AT3G04280.1	ARR22	3	canonical	12	15.792208899999995	-0.30563380281690156	6.434708213806151	response regulator 22
AT3G04290.1	LTL1	3	canonical	37	40.148491900000025	0.11311475409836047	5.598777198791503	Li-tolerant lipase 1
AT3G04300.1	Q9M8Y6	3	canonical	3	10.847370299999989	-0.284375	7.677663230895997	RmlC-like cupins superfamily protein
AT3G04320.1	KTI6	3	canonical	3	22.93188660000001	-0.3147783251231527	6.820360755920409	Kunitz family trypsin and protease inhibitor protein
AT3G04340.1	FTSI5	3	canonical	90	152.25593180000016	-0.352727272727271	8.798919105529787	FtsH extracellular protease family
AT3G04350.1	Q9M8Z1	3	canonical	9	63.008392600000185	-0.32698412698412704	5.2023820877075195	vacuolar sorting-associated protein (DUF946)
AT3G04360.1	F4J3N4	3	canonical	8	41.4579411	-0.4956521739130441	9.779289817810056	Calcium-dependent lipid-binding (CaLB domain) family protein
AT3G04370.1	PDLP4	3	canonical	5	35.263688100000024	-0.13479623824451445	6.045645332336425	plasmodesmata-located protein 4
AT3G04380.1	SUVR4	3	canonical	12	55.85398510000003	-0.654878048780487	8.063205909729003	SET-domain containing protein lysine methyltransferase family protein
AT3G04420.1	Q8W4R4	3	canonical	2	39.03729220000007	-0.7652046783625729	5.262517738342285	NAC domain containing protein 48
AT3G04460.1	PEX12	3	canonical	7	44.39973900000003	-0.12951653944020364	9.059693717956542	peroxin-12
AT3G04470.1	Q9M840	3	canonical	40	71.4997896000003	-0.6501562499999991	6.748061561584472	Ankyrin repeat family protein
AT3G04480.1	F4J3Q1	3	canonical	44	79.89814180000042	-0.10779944289693616	5.135937309265136	endoribonuclease
AT3G04490.1	F4J3Q2	3	canonical	56	123.9322940000009	0.06368515205724472	5.429340171813963	exportin-4 protein
AT3G04500.1	Q9M837	3	canonical	14	26.990982800000026	-0.7600000000000006	9.551200675964353	RNA-binding (RRM/RBD/RNP motifs) family protein
AT3G04510.1	LSH2	3	canonical	8	22.774147899999974	-0.9736318407960202	9.818422126770017	LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640)
AT3G04520.1	THA2	3	canonical	50	38.25166170000006	0.019999999999999983	6.0229097366333	threonine aldolase 2
AT3G04550.1	RAF2	3	canonical	71	50.19866410000001	-0.37728285077951035	5.777194786071777	rubisco accumulation factor-like protein
AT3G04560.1	Q9SR18	3	canonical	17	45.878186300000074	-0.5800959232613913	6.523490715026855	nucleolar/coiled-body phosphoprotein
AT3G04570.1	AHL19	3	canonical	12	32.037144499999954	-0.39523809523809544	5.896442985534668	AT-hook motif nuclear-localized protein 19
AT3G04580.1	EIN4	3	canonical	21	86.24916460000046	0.0422976501305481	8.491469383239746	Signal transduction histidine kinase%2C hybrid-type%2C ethylene sensor
AT3G04590.1	AHL14	3	canonical	41	32.5768466	-0.6155339805825248	9.708439064025882	AT hook motif DNA-binding family protein
AT3G04600.1	SYWC	3	canonical	78	45.75358340000007	-0.3922885572139304	5.667325019836426	Nucleotidylyl transferase superfamily protein
AT3G04610.1	FLK	3	canonical	57	63.40316570000019	-0.7525129982668978	4.565955924987794	RNA-binding KH domain-containing protein
AT3G04620.1	Q9SR12	3	canonical	31	17.66605639999999	-0.2432926829268293	5.790722465515137	Alba DNA/RNA-binding protein
AT3G04630.1	WDL1	3	canonical	20	32.07750630000003	-1.136585365853658	9.456947898864748	WVD2-like 1
AT3G04640.1	Q9SR10	3	canonical	3	15.887600899999992	-0.13584905660377353	9.887274360656736	glycine-rich protein
AT3G04650.1	Q9SR09	3	canonical	27	52.362192200000024	-0.15946502057613227	8.736900520324706	FAD/NAD(P)-binding oxidoreductase family protein
AT3G04670.1	WRK39	3	canonical	11	36.718343100000034	-0.6000000000000006	9.470292854309083	WRKY DNA-binding protein 39
AT3G04680.1	CLP1	3	canonical	23	48.42088770000004	-0.08513513513513513	6.287779426574708	CLP-similar protein 3
AT3G04690.1	ANX1	3	canonical	45	94.04724640000053	-0.35647058823529376	6.4664812088012695	Malectin/receptor-like protein kinase family protein
AT3G04710.1	F4J4V1	3	canonical	61	49.25877090000013	-0.4109649122807016	5.146168327331542	ankyrin repeat family protein
AT3G04720.1	HEVL	3	canonical	27	22.936414999999997	-0.3273584905660378	7.893073844909668	pathogenesis-related 4
AT3G04730.1	IAA16	3	canonical	9	25.658999400000003	-0.46822033898305127	8.812715339660645	indoleacetic acid-induced protein 16
AT3G04740.1	MED14	3	canonical	83	185.5064930000001	-0.1334703464474454	7.102338981628418	RNA polymerase II transcription mediator
AT3G04750.1	PP212	3	canonical	15	74.76612280000036	-0.057337367624810974	8.585206413269042	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G04760.1	PP213	3	canonical	38	67.69436290000019	-0.13139534883720985	5.760654640197754	Pentatricopeptide repeat (PPR-like) superfamily protein
AT3G04770.1	RSSA2	3	canonical	68	37.29939770000002	-0.007228915662650764	9.672401237487794	40s ribosomal protein SA B
AT3G04780.1	PITH1	3	canonical	23	19.669914899999995	-0.4590909090909094	4.939331245422362	PITH domain protein (DUF1000)
AT3G04790.1	RPI3	3	canonical	130	29.305412899999993	0.11557971014492759	5.720412635803222	Ribose 5-phosphate isomerase%2C type A protein
AT3G04800.1	TI233	3	canonical	5	20.212917199999975	-0.13723404255319274	9.841888618469238	translocase inner membrane subunit 23-3
AT3G04810.1	NEK2	3	canonical	10	68.03401230000033	-0.5546204620462043	9.505041313171386	NIMA-related kinase 2
AT3G04820.1	Q5XVC2	3	canonical	46	79.40078900000043	-0.45930069930069906	5.75866527557373	Pseudouridine synthase family protein
AT3G04830.1	Q9CAU9	3	canonical	29	33.74483090000003	-0.17095709570957127	8.3662073135376	Protein prenylyltransferase superfamily protein
AT3G04840.1	RS3A1	3	canonical	176	29.85024730000003	-0.5217557251908403	9.775421714782713	Ribosomal protein S3Ae
AT3G04860.1	Q9CAV2	3	canonical	4	32.135669700000044	-0.07785467128027672	9.096440696716307	hypothetical protein (DUF868)
AT3G04870.1	ZDS	3	canonical	56	61.63310290000016	-0.10913978494623659	7.037713050842284	zeta-carotene desaturase
AT3G04880.1	DR102	3	canonical	49	33.23309310000005	-0.08967741935483863	5.1436674118041985	DNA-damage-repair/toleration protein (DRT102)
AT3G04890.1	Q94K63	3	canonical	8	24.43147440000002	-0.19583333333333333	6.6162519454956055	adenine phosphoribosyltransferase-like protein%2C putative (DUF2358)
AT3G04910.1	WNK1	3	canonical	33	80.20664010000037	-0.6655714285714277	5.017541694641112	with no lysine (K) kinase 1
AT3G04920.1	RS241	3	canonical	76	15.371980899999985	-0.8142857142857147	10.703637504577635	Ribosomal protein S24e family protein
AT3G04930.1	STKLJ	3	canonical	22	49.70667130000003	-0.6006578947368422	4.867486763000487	DNA-binding storekeeper protein-related transcriptional regulator
AT3G04940.1	CYSD1	3	canonical	50	34.29401880000002	-0.004012345679012303	5.23273410797119	cysteine synthase D1
AT3G04943.1	DF188	3	canonical	3	9.136486099999999	-0.1864197530864196	5.69710865020752	low-molecular-weight cysteine-rich 41
AT3G04945.1	DF184	3	canonical	3	8.4909381	0.0881578947368423	7.522890663146973	low-molecular-weight cysteine-rich 18
AT3G04950.1	Q681W7	3	canonical	10	25.61004080000001	-0.6212121212121219	9.694449424743652	SEC-C motif protein
AT3G04960.1	F4J631	3	canonical	12	65.07227430000016	-0.7276978417266178	5.267292213439941	trichohyalin%2C putative (DUF3444)
AT3G04970.1	ZDHC5	3	canonical	3	44.945098000000094	0.24055415617128476	9.160135459899902	DHHC-type zinc finger family protein
AT3G04980.1	Q9CAW2	3	canonical	38	129.90209840000063	-0.8682403433476382	9.26831340789795	DNAJ heat shock N-terminal domain-containing protein
AT3G05000.1	Q9CAW4	3	canonical	18	19.57225659999999	-0.2260115606936416	7.627247047424317	Transport protein particle (TRAPP) component
AT3G05020.1	ACP1	3	canonical	15	15.055150999999995	-0.18394160583941596	6.605566215515138	acyl carrier protein 1
AT3G05030.1	NHX2	3	canonical	10	60.522094700000174	0.46520146520146666	8.140954780578614	sodium hydrogen exchanger 2
AT3G05040.1	HASTY	3	canonical	60	133.12669630000076	8.319467554079465e-05	5.926226615905762	ARM repeat superfamily protein
AT3G05050.1	Q9MAB4	3	canonical	36	66.70493260000026	-0.6974704890387853	9.465780067443852	Protein kinase superfamily protein
AT3G05060.1	NOP5B	3	canonical	157	59.002495000000046	-0.5497185741088179	9.244008827209473	NOP56-like pre RNA processing ribonucleoprotein
AT3G05070.1	Q9MAB2	3	canonical	42	16.396283799999978	-1.1236111111111111	4.871636009216308	Cwf18 pre-mRNA splicing factor
AT3G05090.1	Q93ZS6	3	canonical	56	82.1958926000005	-0.3132802124833997	6.8146768569946286	Transducin/WD40 repeat-like superfamily protein
AT3G05100.1	Q9MAA9	3	canonical	19	37.718408300000014	-0.23184523809523827	6.227302742004395	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT3G05120.1	GID1A	3	canonical	5	38.61741560000004	-0.19855072463768128	6.157618141174315	alpha/beta-Hydrolases superfamily protein
AT3G05130.1	Q9MAA6	3	canonical	28	73.26670900000026	-0.8195583596214503	5.111496543884278	paramyosin-like protein
AT3G05140.1	A0A178VI06	3	canonical	17	51.41795900000006	-0.3250000000000005	5.817664146423341	ROP binding protein kinases 2
AT3G05150.1	ERDL8	3	canonical	7	51.02370510000002	0.664893617021277	6.45892162322998	Major facilitator superfamily protein
AT3G05155.1	A0A2H1ZEH1	3	canonical	4	49.917549400000055	0.752941176470589	5.868080329895019	Major facilitator superfamily protein
AT3G05160.1	EDL10	3	canonical	9	50.29845720000005	0.6137554585152841	7.540112876892091	Major facilitator superfamily protein
AT3G05165.1	EDL11	3	canonical	12	51.29248170000007	0.5706638115631694	8.102338218688963	Major facilitator superfamily protein
AT3G05170.1	AT74	3	canonical	11	36.87960380000004	-0.7889240506329114	5.295313835144043	Phosphoglycerate mutase family protein
AT3G05180.1	GDL49	3	canonical	24	42.34353879999998	-0.08100263852242748	6.499106788635253	GDSL-like Lipase/Acylhydrolase superfamily protein
AT3G05190.1	BCAL1	3	canonical	51	62.21159460000009	-0.28000000000000014	6.423283576965332	D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein
AT3G05200.1	ATL6	3	canonical	17	43.27368650000011	-0.20226130653266347	9.053956031799316	RING/U-box superfamily protein
AT3G05210.1	ERCC1	3	canonical	12	45.74781140000012	-0.6207317073170735	6.712480354309082	nucleotide repair protein
AT3G05220.1	HIP34	3	canonical	28	58.88132829999985	-1.0140381282495636	8.715045738220216	Heavy metal transport/detoxification superfamily protein
AT3G05230.1	SPC3A	3	canonical	9	19.018514899999992	-0.18982035928143703	9.211645698547361	Signal peptidase subunit
AT3G05250.1	Q8GYA2	3	canonical	4	32.219104500000036	-0.4528776978417269	5.342035484313963	RING/U-box superfamily protein
AT3G05260.1	GRDH2	3	canonical	75	31.4514697	-0.13667820069204165	6.090320777893066	NAD(P)-binding Rossmann-fold superfamily protein
AT3G05270.1	FPP3	3	canonical	27	69.64534680000033	-0.8796747967479666	5.32526798248291	filament-like protein (DUF869)
AT3G05280.1	Q8GWB3	3	canonical	21	30.746044300000015	0.31886120996441236	6.951545143127441	Integral membrane Yip1 family protein
AT3G05290.1	PNC1	3	canonical	18	35.5509197	-0.013354037267080593	9.873155784606933	peroxisomal adenine nucleotide carrier 1
AT3G05310.1	MIRO3	3	canonical	4	73.06566580000036	-0.27237654320987653	5.3443090438842775	MIRO-related GTP-ase 3
AT3G05320.1	OFT23	3	canonical	5	50.647883900000046	-0.22629213483146074	9.244911384582519	O-fucosyltransferase family protein
AT3G05330.1	TANB	3	canonical	8	49.52382470000009	-0.81554054054054	11.701608085632323	cyclin family
AT3G05340.1	PP215	3	canonical	5	73.12767990000039	0.0531914893617017	6.229121589660645	Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G05345.1	F4J794	3	canonical	5	27.64689440000002	-0.4848360655737707	6.3206892013549805	Chaperone DnaJ-domain superfamily protein
AT3G05350.1	AMPP2	3	canonical	75	78.70807380000039	-0.2438028169014084	6.083727455139159	Metallopeptidase M24 family protein
AT3G05360.1	RLP30	3	canonical	2	87.52621900000047	-0.07404580152671755	5.801124000549316	receptor like protein 30
AT3G05380.1	ALY2	3	canonical	40	117.77900450000071	-0.8474785918173183	9.385259056091307	ALWAYS EARLY 2
AT3G05390.1	Q9MA52	3	canonical	2	54.25970980000003	-0.3946004319654424	8.774163246154785	S-adenosyl-L-methionine-dependent methyltransferase
AT3G05400.1	EDL12	3	canonical	6	50.60163920000005	0.6943722943722949	8.797565269470216	Major facilitator superfamily protein
AT3G05410.1	PPD7	3	canonical	7	19.088499299999988	-0.027683615819209008	7.801335334777833	Photosystem II reaction center PsbP family protein
AT3G05420.1	ACBP4	3	canonical	107	73.07383980000034	-0.4742514970059871	5.1641862869262685	acyl-CoA binding protein 4
AT3G05430.1	Q9MA56	3	canonical	8	107.89935550000088	-0.6448704663212431	9.495435523986817	Tudor/PWWP/MBT superfamily protein
AT3G05460.1	Q8L9R7	3	canonical	7	16.799010999999993	-0.856578947368421	8.263767051696778	sporozoite surface protein-like protein
AT3G05470.1	FH11	3	canonical	27	98.5336114000008	-0.4799773755656093	8.980655479431153	Actin-binding FH2 (formin homology 2) family protein
